distance	cutoff	targeting_method	snp_set	gene_set	Trait	Targeted_PositiveControl	Targeted	All_PositiveControl	All	Enrichment
200000	log10_Bayes_factor_2	closest_gene	Trait-Specific_DHS_SNPs	t2d_all_pc	T2Dbmiadj	18	507	320	27255	3.02
210000	log10_Bayes_factor_2	closest_gene	Trait-Specific_DHS_SNPs	t2d_all_pc	T2Dbmiadj	18	528	320	27255	2.9
220000	log10_Bayes_factor_2	closest_gene	Trait-Specific_DHS_SNPs	t2d_all_pc	T2Dbmiadj	18	550	320	27255	2.79
230000	log10_Bayes_factor_2	closest_gene	Trait-Specific_DHS_SNPs	t2d_all_pc	T2Dbmiadj	18	573	320	27255	2.68
240000	log10_Bayes_factor_2	closest_gene	Trait-Specific_DHS_SNPs	t2d_all_pc	T2Dbmiadj	19	600	320	27255	2.7
250000	log10_Bayes_factor_2	closest_gene	Trait-Specific_DHS_SNPs	t2d_all_pc	T2Dbmiadj	19	622	320	27255	2.6
260000	log10_Bayes_factor_2	closest_gene	Trait-Specific_DHS_SNPs	t2d_all_pc	T2Dbmiadj	19	642	320	27255	2.52
270000	log10_Bayes_factor_2	closest_gene	Trait-Specific_DHS_SNPs	t2d_all_pc	T2Dbmiadj	19	665	320	27255	2.43
280000	log10_Bayes_factor_2	closest_gene	Trait-Specific_DHS_SNPs	t2d_all_pc	T2Dbmiadj	19	695	320	27255	2.33
290000	log10_Bayes_factor_2	closest_gene	Trait-Specific_DHS_SNPs	t2d_all_pc	T2Dbmiadj	19	719	320	27255	2.25
300000	log10_Bayes_factor_2	closest_gene	Trait-Specific_DHS_SNPs	t2d_all_pc	T2Dbmiadj	20	747	320	27255	2.28
310000	log10_Bayes_factor_2	closest_gene	Trait-Specific_DHS_SNPs	t2d_all_pc	T2Dbmiadj	20	764	320	27255	2.23
320000	log10_Bayes_factor_2	closest_gene	Trait-Specific_DHS_SNPs	t2d_all_pc	T2Dbmiadj	20	783	320	27255	2.18
330000	log10_Bayes_factor_2	closest_gene	Trait-Specific_DHS_SNPs	t2d_all_pc	T2Dbmiadj	20	802	320	27255	2.12
340000	log10_Bayes_factor_2	closest_gene	Trait-Specific_DHS_SNPs	t2d_all_pc	T2Dbmiadj	20	823	320	27255	2.07
350000	log10_Bayes_factor_2	closest_gene	Trait-Specific_DHS_SNPs	t2d_all_pc	T2Dbmiadj	20	839	320	27255	2.03
360000	log10_Bayes_factor_2	closest_gene	Trait-Specific_DHS_SNPs	t2d_all_pc	T2Dbmiadj	21	856	320	27255	2.09
370000	log10_Bayes_factor_2	closest_gene	Trait-Specific_DHS_SNPs	t2d_all_pc	T2Dbmiadj	21	878	320	27255	2.04
380000	log10_Bayes_factor_2	closest_gene	Trait-Specific_DHS_SNPs	t2d_all_pc	T2Dbmiadj	21	902	320	27255	1.98
390000	log10_Bayes_factor_2	closest_gene	Trait-Specific_DHS_SNPs	t2d_all_pc	T2Dbmiadj	21	927	320	27255	1.93
400000	log10_Bayes_factor_2	closest_gene	Trait-Specific_DHS_SNPs	t2d_all_pc	T2Dbmiadj	22	949	320	27255	1.97
410000	log10_Bayes_factor_2	closest_gene	Trait-Specific_DHS_SNPs	t2d_all_pc	T2Dbmiadj	22	972	320	27255	1.93
420000	log10_Bayes_factor_2	closest_gene	Trait-Specific_DHS_SNPs	t2d_all_pc	T2Dbmiadj	22	995	320	27255	1.88
430000	log10_Bayes_factor_2	closest_gene	Trait-Specific_DHS_SNPs	t2d_all_pc	T2Dbmiadj	22	1015	320	27255	1.85
440000	log10_Bayes_factor_2	closest_gene	Trait-Specific_DHS_SNPs	t2d_all_pc	T2Dbmiadj	22	1033	320	27255	1.81
450000	log10_Bayes_factor_2	closest_gene	Trait-Specific_DHS_SNPs	t2d_all_pc	T2Dbmiadj	22	1054	320	27255	1.78
460000	log10_Bayes_factor_2	closest_gene	Trait-Specific_DHS_SNPs	t2d_all_pc	T2Dbmiadj	22	1071	320	27255	1.75
470000	log10_Bayes_factor_2	closest_gene	Trait-Specific_DHS_SNPs	t2d_all_pc	T2Dbmiadj	22	1090	320	27255	1.72
480000	log10_Bayes_factor_2	closest_gene	Trait-Specific_DHS_SNPs	t2d_all_pc	T2Dbmiadj	23	1105	320	27255	1.77
490000	log10_Bayes_factor_2	closest_gene	Trait-Specific_DHS_SNPs	t2d_all_pc	T2Dbmiadj	23	1133	320	27255	1.73
500000	log10_Bayes_factor_2	closest_gene	Trait-Specific_DHS_SNPs	t2d_all_pc	T2Dbmiadj	23	1155	320	27255	1.7
