distance	cutoff	targeting_method	snp_set	gene_set	Trait	Targeted_PositiveControl	Targeted	All_PositiveControl	All	Enrichment
330000	log10_Bayes_factor_2	closest_gene	DHS_SNPs	t2d_all_pc	T2Dbmiadj	34	1426	320	27255	2.03
340000	log10_Bayes_factor_2	closest_gene	DHS_SNPs	t2d_all_pc	T2Dbmiadj	34	1474	320	27255	1.96
350000	log10_Bayes_factor_2	closest_gene	DHS_SNPs	t2d_all_pc	T2Dbmiadj	35	1508	320	27255	1.98
360000	log10_Bayes_factor_2	closest_gene	DHS_SNPs	t2d_all_pc	T2Dbmiadj	37	1542	320	27255	2.04
370000	log10_Bayes_factor_2	closest_gene	DHS_SNPs	t2d_all_pc	T2Dbmiadj	38	1583	320	27255	2.04
380000	log10_Bayes_factor_2	closest_gene	DHS_SNPs	t2d_all_pc	T2Dbmiadj	38	1624	320	27255	1.99
390000	log10_Bayes_factor_2	closest_gene	DHS_SNPs	t2d_all_pc	T2Dbmiadj	38	1667	320	27255	1.94
400000	log10_Bayes_factor_2	closest_gene	DHS_SNPs	t2d_all_pc	T2Dbmiadj	39	1702	320	27255	1.95
410000	log10_Bayes_factor_2	closest_gene	DHS_SNPs	t2d_all_pc	T2Dbmiadj	39	1742	320	27255	1.91
420000	log10_Bayes_factor_2	closest_gene	DHS_SNPs	t2d_all_pc	T2Dbmiadj	40	1773	320	27255	1.92
430000	log10_Bayes_factor_2	closest_gene	DHS_SNPs	t2d_all_pc	T2Dbmiadj	40	1804	320	27255	1.89
440000	log10_Bayes_factor_2	closest_gene	DHS_SNPs	t2d_all_pc	T2Dbmiadj	41	1833	320	27255	1.91
450000	log10_Bayes_factor_2	closest_gene	DHS_SNPs	t2d_all_pc	T2Dbmiadj	41	1861	320	27255	1.88
460000	log10_Bayes_factor_2	closest_gene	DHS_SNPs	t2d_all_pc	T2Dbmiadj	41	1886	320	27255	1.85
470000	log10_Bayes_factor_2	closest_gene	DHS_SNPs	t2d_all_pc	T2Dbmiadj	42	1922	320	27255	1.86
480000	log10_Bayes_factor_2	closest_gene	DHS_SNPs	t2d_all_pc	T2Dbmiadj	43	1947	320	27255	1.88
490000	log10_Bayes_factor_2	closest_gene	DHS_SNPs	t2d_all_pc	T2Dbmiadj	43	1986	320	27255	1.84
500000	log10_Bayes_factor_2	closest_gene	DHS_SNPs	t2d_all_pc	T2Dbmiadj	44	2023	320	27255	1.85
